EmployeeID,FullName,Title,Birthdate,Gender,HireDate,JobTitle,AddressID,ModifiedDate
1296,Kathie Flood,N/A,1990-11-01 00:00:00,F         ,2009-01-27 00:00:00,Production Technician - WC45,152,2019-01-01 00:00:00
1297,David Johnson,N/A,1979-11-02 00:00:00,M         ,2008-12-02 00:00:00,Production Technician - WC30,152,2019-01-01 00:00:00
1298,Andrew Hill,N/A,1988-09-06 00:00:00,M         ,2009-02-22 00:00:00,Production Supervisor - WC10,152,2019-01-01 00:00:00
1299,Kevin Brown,N/A,1987-05-03 00:00:00,M         ,2007-01-26 00:00:00,Marketing Assistant,152,2019-01-01 00:00:00
1300,Jan Miksovsky,N/A,1974-11-15 00:00:00,M         ,2009-03-05 00:00:00,Production Technician - WC30,154,2019-01-01 00:00:00
1301,Deborah Poe,N/A,1976-03-06 00:00:00,F         ,2008-12-18 00:00:00,Accounts Receivable Specialist,154,2019-01-01 00:00:00
1302,Jian Shuo Wang,N/A,1989-06-25 00:00:00,M         ,2008-12-07 00:00:00,Production Technician - WC30,154,2019-01-01 00:00:00
1303,Jill Williams,Ms.,1979-06-18 00:00:00,F         ,2009-01-18 00:00:00,Marketing Specialist,154,2019-01-01 00:00:00
1304,Tom Vande Velde,N/A,1986-10-01 00:00:00,M         ,2010-03-10 00:00:00,Production Technician - WC10,154,2019-01-01 00:00:00
1305,Ken Myer,N/A,1981-05-28 00:00:00,M         ,2009-02-24 00:00:00,Production Technician - WC40,154,2019-01-01 00:00:00
1306,Willis Johnson,N/A,1978-07-18 00:00:00,M         ,2008-12-13 00:00:00,Recruiter,154,2019-01-01 00:00:00
1307,Ruth Ellerbrock,N/A,1956-06-04 00:00:00,F         ,2008-01-06 00:00:00,Production Technician - WC10,154,2019-01-01 00:00:00
1308,Steven Selikoff,N/A,1977-05-14 00:00:00,M         ,2008-12-01 00:00:00,Production Technician - WC30,154,2019-01-01 00:00:00
1309,Brian LaMee,N/A,1984-08-11 00:00:00,M         ,2009-03-03 00:00:00,Scheduling Assistant,154,2019-01-01 00:00:00
1310,Michael Vanderhyde,N/A,1982-09-18 00:00:00,M         ,2009-02-26 00:00:00,Production Technician - WC30,155,2019-01-01 00:00:00
1311,Diane Margheim,N/A,1986-06-05 00:00:00,F         ,2008-12-29 00:00:00,Research and Development Engineer,155,2019-01-01 00:00:00
1312,Jeff Hay,N/A,1977-01-15 00:00:00,M         ,2009-01-21 00:00:00,Production Supervisor - WC45,155,2019-01-01 00:00:00
1313,Mary Gibson,N/A,1962-09-13 00:00:00,F         ,2009-01-12 00:00:00,Marketing Specialist,155,2019-01-01 00:00:00
1314,Yvonne McKay,N/A,1989-04-15 00:00:00,F         ,2008-12-09 00:00:00,Production Technician - WC45,155,2019-01-01 00:00:00
1315,Ramesh Meyyappan,N/A,1988-03-13 00:00:00,M         ,2009-02-03 00:00:00,Application Specialist,155,2019-01-01 00:00:00
1316,John Evans,N/A,1978-05-31 00:00:00,M         ,2009-01-01 00:00:00,Production Technician - WC50,155,2019-01-01 00:00:00
1317,Karen Berg,N/A,1978-05-19 00:00:00,F         ,2009-02-16 00:00:00,Application Specialist,155,2019-01-01 00:00:00
1318,Brandon Heidepriem,N/A,1977-01-10 00:00:00,M         ,2009-02-08 00:00:00,Production Technician - WC60,155,2019-01-01 00:00:00
1319,Linda Randall,N/A,1977-10-05 00:00:00,F         ,2009-02-03 00:00:00,Production Technician - WC20,155,2019-01-01 00:00:00
1320,James Kramer,N/A,1984-07-25 00:00:00,M         ,2008-12-27 00:00:00,Production Technician - WC60,156,2019-01-01 00:00:00
1321,Ken Myer,N/A,1981-05-28 00:00:00,M         ,2009-02-24 00:00:00,Production Technician - WC40,156,2019-01-01 00:00:00
1322,Dragan Tomic,N/A,1977-02-14 00:00:00,M         ,2009-02-11 00:00:00,Accounts Payable Specialist,156,2019-01-01 00:00:00
1323,Linda Randall,N/A,1977-10-05 00:00:00,F         ,2009-02-03 00:00:00,Production Technician - WC20,156,2019-01-01 00:00:00
1324,Stuart Macrae,N/A,1971-12-17 00:00:00,M         ,2010-03-05 00:00:00,Janitor,156,2019-01-01 00:00:00
1325,Britta Simon,N/A,1989-09-28 00:00:00,F         ,2009-01-29 00:00:00,Production Technician - WC60,156,2019-01-01 00:00:00
1326,John Frum,N/A,1982-03-24 00:00:00,M         ,2009-03-03 00:00:00,Production Technician - WC30,156,2019-01-01 00:00:00
1327,Sariya Harnpadoungsataya,N/A,1987-05-21 00:00:00,M         ,2008-12-12 00:00:00,Marketing Specialist,156,2019-01-01 00:00:00
1328,Kathie Flood,N/A,1990-11-01 00:00:00,F         ,2009-01-27 00:00:00,Production Technician - WC45,156,2019-01-01 00:00:00
1329,David Johnson,N/A,1979-11-02 00:00:00,M         ,2008-12-02 00:00:00,Production Technician - WC30,156,2019-01-01 00:00:00
1330,Andrew Hill,N/A,1988-09-06 00:00:00,M         ,2009-02-22 00:00:00,Production Supervisor - WC10,157,2019-01-01 00:00:00
1331,Kevin Brown,N/A,1987-05-03 00:00:00,M         ,2007-01-26 00:00:00,Marketing Assistant,157,2019-01-01 00:00:00
1332,Jan Miksovsky,N/A,1974-11-15 00:00:00,M         ,2009-03-05 00:00:00,Production Technician - WC30,157,2019-01-01 00:00:00
1333,Deborah Poe,N/A,1976-03-06 00:00:00,F         ,2008-12-18 00:00:00,Accounts Receivable Specialist,157,2019-01-01 00:00:00
1334,Jian Shuo Wang,N/A,1989-06-25 00:00:00,M         ,2008-12-07 00:00:00,Production Technician - WC30,157,2019-01-01 00:00:00
1335,Jill Williams,Ms.,1979-06-18 00:00:00,F         ,2009-01-18 00:00:00,Marketing Specialist,157,2019-01-01 00:00:00
1336,Tom Vande Velde,N/A,1986-10-01 00:00:00,M         ,2010-03-10 00:00:00,Production Technician - WC10,157,2019-01-01 00:00:00
1337,Ken Myer,N/A,1981-05-28 00:00:00,M         ,2009-02-24 00:00:00,Production Technician - WC40,157,2019-01-01 00:00:00
1338,Willis Johnson,N/A,1978-07-18 00:00:00,M         ,2008-12-13 00:00:00,Recruiter,157,2019-01-01 00:00:00
1339,Ruth Ellerbrock,N/A,1956-06-04 00:00:00,F         ,2008-01-06 00:00:00,Production Technician - WC10,157,2019-01-01 00:00:00
1340,Steven Selikoff,N/A,1977-05-14 00:00:00,M         ,2008-12-01 00:00:00,Production Technician - WC30,158,2019-01-01 00:00:00
1341,Brian LaMee,N/A,1984-08-11 00:00:00,M         ,2009-03-03 00:00:00,Scheduling Assistant,158,2019-01-01 00:00:00
1342,Michael Vanderhyde,N/A,1982-09-18 00:00:00,M         ,2009-02-26 00:00:00,Production Technician - WC30,158,2019-01-01 00:00:00
1343,Jinghao Liu,N/A,1989-02-05 00:00:00,M         ,2008-12-08 00:00:00,Production Supervisor - WC50,158,2019-01-01 00:00:00
1344,Gary Yukish,N/A,1988-05-16 00:00:00,M         ,2008-12-22 00:00:00,Production Technician - WC40,158,2019-01-01 00:00:00
1345,Peter Connelly,N/A,1980-05-28 00:00:00,M         ,2009-02-23 00:00:00,Network Administrator,158,2019-01-01 00:00:00
1346,Terri Duffy,N/A,1971-08-01 00:00:00,F         ,2008-01-31 00:00:00,Vice President of Engineering,158,2019-01-01 00:00:00
1347,William Vong,N/A,1981-11-06 00:00:00,M         ,2009-01-07 00:00:00,Scheduling Assistant,158,2019-01-01 00:00:00
1348,Margie Shoop,N/A,1986-05-20 00:00:00,F         ,2009-01-04 00:00:00,Production Technician - WC60,158,2019-01-01 00:00:00
1349,David Hamilton,N/A,1983-07-02 00:00:00,M         ,2009-01-03 00:00:00,Production Supervisor - WC40,158,2019-01-01 00:00:00
1350,Bryan Baker,N/A,1973-08-27 00:00:00,M         ,2009-01-21 00:00:00,Production Technician - WC60,159,2019-01-01 00:00:00
1351,Russell Hunter,N/A,1972-11-25 00:00:00,M         ,2008-12-12 00:00:00,Production Technician - WC50,159,2019-01-01 00:00:00
1352,Brian Welcker,Mr.,1977-06-06 00:00:00,M         ,2011-02-15 00:00:00,Vice President of Sales,159,2019-01-01 00:00:00
1353,Janet Sheperdigian,N/A,1979-03-09 00:00:00,F         ,2009-03-01 00:00:00,Accounts Payable Specialist,159,2019-01-01 00:00:00
1354,David Bradley,N/A,1975-03-19 00:00:00,M         ,2007-12-20 00:00:00,Marketing Manager,159,2019-01-01 00:00:00
1355,Paula Barreto de Mattos,N/A,1976-02-11 00:00:00,F         ,2008-12-06 00:00:00,Human Resources Manager,159,2019-01-01 00:00:00
1356,Rachel Valdez,N/A,1975-07-09 00:00:00,F         ,2013-05-30 00:00:00,Sales Representative,159,2019-01-01 00:00:00
1357,Diane Margheim,N/A,1986-06-05 00:00:00,F         ,2008-12-29 00:00:00,Research and Development Engineer,159,2019-01-01 00:00:00
1358,Jeff Hay,N/A,1977-01-15 00:00:00,M         ,2009-01-21 00:00:00,Production Supervisor - WC45,159,2019-01-01 00:00:00
1359,Mary Gibson,N/A,1962-09-13 00:00:00,F         ,2009-01-12 00:00:00,Marketing Specialist,159,2019-01-01 00:00:00
1360,Yvonne McKay,N/A,1989-04-15 00:00:00,F         ,2008-12-09 00:00:00,Production Technician - WC45,160,2019-01-01 00:00:00
1361,Britta Simon,N/A,1989-09-28 00:00:00,F         ,2009-01-29 00:00:00,Production Technician - WC60,160,2019-01-01 00:00:00
1362,John Frum,N/A,1982-03-24 00:00:00,M         ,2009-03-03 00:00:00,Production Technician - WC30,160,2019-01-01 00:00:00
1363,Sariya Harnpadoungsataya,N/A,1987-05-21 00:00:00,M         ,2008-12-12 00:00:00,Marketing Specialist,160,2019-01-01 00:00:00
1364,Kathie Flood,N/A,1990-11-01 00:00:00,F         ,2009-01-27 00:00:00,Production Technician - WC45,160,2019-01-01 00:00:00
1365,David Johnson,N/A,1979-11-02 00:00:00,M         ,2008-12-02 00:00:00,Production Technician - WC30,160,2019-01-01 00:00:00
1366,Andrew Hill,N/A,1988-09-06 00:00:00,M         ,2009-02-22 00:00:00,Production Supervisor - WC10,160,2019-01-01 00:00:00
1367,Kevin Brown,N/A,1987-05-03 00:00:00,M         ,2007-01-26 00:00:00,Marketing Assistant,160,2019-01-01 00:00:00
1368,Jan Miksovsky,N/A,1974-11-15 00:00:00,M         ,2009-03-05 00:00:00,Production Technician - WC30,160,2019-01-01 00:00:00
1369,Deborah Poe,N/A,1976-03-06 00:00:00,F         ,2008-12-18 00:00:00,Accounts Receivable Specialist,160,2019-01-01 00:00:00
1370,Jian Shuo Wang,N/A,1989-06-25 00:00:00,M         ,2008-12-07 00:00:00,Production Technician - WC30,161,2019-01-01 00:00:00
1371,Jill Williams,Ms.,1979-06-18 00:00:00,F         ,2009-01-18 00:00:00,Marketing Specialist,161,2019-01-01 00:00:00
1372,Tom Vande Velde,N/A,1986-10-01 00:00:00,M         ,2010-03-10 00:00:00,Production Technician - WC10,161,2019-01-01 00:00:00
1373,Ken Myer,N/A,1981-05-28 00:00:00,M         ,2009-02-24 00:00:00,Production Technician - WC40,161,2019-01-01 00:00:00
1374,Denise Smith,N/A,1988-07-06 00:00:00,F         ,2009-02-05 00:00:00,Production Technician - WC50,161,2019-01-01 00:00:00
1375,Jinghao Liu,N/A,1989-02-05 00:00:00,M         ,2008-12-08 00:00:00,Production Supervisor - WC50,161,2019-01-01 00:00:00
1376,Gary Yukish,N/A,1988-05-16 00:00:00,M         ,2008-12-22 00:00:00,Production Technician - WC40,161,2019-01-01 00:00:00
1377,Sharon Salavaria,N/A,1961-05-02 00:00:00,F         ,2011-01-18 00:00:00,Design Engineer,161,2019-01-01 00:00:00
1378,Charles Fitzgerald,N/A,1971-09-02 00:00:00,M         ,2009-12-03 00:00:00,Production Technician - WC60,161,2019-01-01 00:00:00
1379,Russell Hunter,N/A,1972-11-25 00:00:00,M         ,2008-12-12 00:00:00,Production Technician - WC50,161,2019-01-01 00:00:00
1380,Brian Welcker,Mr.,1977-06-06 00:00:00,M         ,2011-02-15 00:00:00,Vice President of Sales,162,2019-01-01 00:00:00
1381,Janet Sheperdigian,N/A,1979-03-09 00:00:00,F         ,2009-03-01 00:00:00,Accounts Payable Specialist,162,2019-01-01 00:00:00
1382,David Bradley,N/A,1975-03-19 00:00:00,M         ,2007-12-20 00:00:00,Marketing Manager,162,2019-01-01 00:00:00
1383,Paula Barreto de Mattos,N/A,1976-02-11 00:00:00,F         ,2008-12-06 00:00:00,Human Resources Manager,162,2019-01-01 00:00:00
1384,Russell Hunter,N/A,1972-11-25 00:00:00,M         ,2008-12-12 00:00:00,Production Technician - WC50,162,2019-01-01 00:00:00
1385,Willis Johnson,N/A,1978-07-18 00:00:00,M         ,2008-12-13 00:00:00,Recruiter,162,2019-01-01 00:00:00
1386,Ruth Ellerbrock,N/A,1956-06-04 00:00:00,F         ,2008-01-06 00:00:00,Production Technician - WC10,162,2019-01-01 00:00:00
1387,Steven Selikoff,N/A,1977-05-14 00:00:00,M         ,2008-12-01 00:00:00,Production Technician - WC30,162,2019-01-01 00:00:00
1388,Brian LaMee,N/A,1984-08-11 00:00:00,M         ,2009-03-03 00:00:00,Scheduling Assistant,162,2019-01-01 00:00:00
1389,Michael Vanderhyde,N/A,1982-09-18 00:00:00,M         ,2009-02-26 00:00:00,Production Technician - WC30,162,2019-01-01 00:00:00
1390,Diane Margheim,N/A,1986-06-05 00:00:00,F         ,2008-12-29 00:00:00,Research and Development Engineer,163,2019-01-01 00:00:00
1391,Jeff Hay,N/A,1977-01-15 00:00:00,M         ,2009-01-21 00:00:00,Production Supervisor - WC45,163,2019-01-01 00:00:00
1392,Mary Gibson,N/A,1962-09-13 00:00:00,F         ,2009-01-12 00:00:00,Marketing Specialist,163,2019-01-01 00:00:00
1393,Yvonne McKay,N/A,1989-04-15 00:00:00,F         ,2008-12-09 00:00:00,Production Technician - WC45,163,2019-01-01 00:00:00
1394,Jinghao Liu,N/A,1989-02-05 00:00:00,M         ,2008-12-08 00:00:00,Production Supervisor - WC50,163,2019-01-01 00:00:00
1395,Wanida Benshoof,N/A,1975-03-17 00:00:00,F         ,2011-01-07 00:00:00,Marketing Assistant,163,2019-01-01 00:00:00
1396,Michael Sullivan,N/A,1979-06-16 00:00:00,M         ,2010-12-30 00:00:00,Senior Design Engineer,163,2019-01-01 00:00:00
1397,Annette Hill,N/A,1978-01-29 00:00:00,F         ,2010-12-06 00:00:00,Purchasing Assistant,163,2019-01-01 00:00:00
1398,Peter Connelly,N/A,1980-05-28 00:00:00,M         ,2009-02-23 00:00:00,Network Administrator,163,2019-01-01 00:00:00
1399,Terri Duffy,N/A,1971-08-01 00:00:00,F         ,2008-01-31 00:00:00,Vice President of Engineering,163,2019-01-01 00:00:00
1400,William Vong,N/A,1981-11-06 00:00:00,M         ,2009-01-07 00:00:00,Scheduling Assistant,164,2019-01-01 00:00:00
1401,Bryan Baker,N/A,1973-08-27 00:00:00,M         ,2009-01-21 00:00:00,Production Technician - WC60,164,2019-01-01 00:00:00
1402,Rachel Valdez,N/A,1975-07-09 00:00:00,F         ,2013-05-30 00:00:00,Sales Representative,164,2019-01-01 00:00:00
1403,Brian Welcker,Mr.,1977-06-06 00:00:00,M         ,2011-02-15 00:00:00,Vice President of Sales,164,2019-01-01 00:00:00
1404,Janet Sheperdigian,N/A,1979-03-09 00:00:00,F         ,2009-03-01 00:00:00,Accounts Payable Specialist,164,2019-01-01 00:00:00
1405,David Bradley,N/A,1975-03-19 00:00:00,M         ,2007-12-20 00:00:00,Marketing Manager,164,2019-01-01 00:00:00
1406,Paula Barreto de Mattos,N/A,1976-02-11 00:00:00,F         ,2008-12-06 00:00:00,Human Resources Manager,164,2019-01-01 00:00:00
1407,Russell Hunter,N/A,1972-11-25 00:00:00,M         ,2008-12-12 00:00:00,Production Technician - WC50,164,2019-01-01 00:00:00
1408,Jeff Hay,N/A,1977-01-15 00:00:00,M         ,2009-01-21 00:00:00,Production Supervisor - WC45,164,2019-01-01 00:00:00
1409,Wendy Kahn,N/A,1984-10-11 00:00:00,F         ,2008-12-25 00:00:00,Finance Manager,164,2019-01-01 00:00:00
1410,Denise Smith,N/A,1988-07-06 00:00:00,F         ,2009-02-05 00:00:00,Production Technician - WC50,165,2019-01-01 00:00:00
1411,Jinghao Liu,N/A,1989-02-05 00:00:00,M         ,2008-12-08 00:00:00,Production Supervisor - WC50,165,2019-01-01 00:00:00
1412,Gary Yukish,N/A,1988-05-16 00:00:00,M         ,2008-12-22 00:00:00,Production Technician - WC40,165,2019-01-01 00:00:00
1413,Peter Connelly,N/A,1980-05-28 00:00:00,M         ,2009-02-23 00:00:00,Network Administrator,165,2019-01-01 00:00:00
1414,Sharon Salavaria,N/A,1961-05-02 00:00:00,F         ,2011-01-18 00:00:00,Design Engineer,165,2019-01-01 00:00:00
1415,Charles Fitzgerald,N/A,1971-09-02 00:00:00,M         ,2009-12-03 00:00:00,Production Technician - WC60,165,2019-01-01 00:00:00
1416,Kirk Koenigsbauer,N/A,1985-02-06 00:00:00,M         ,2008-12-15 00:00:00,Production Technician - WC45,165,2019-01-01 00:00:00
1417,Wanida Benshoof,N/A,1975-03-17 00:00:00,F         ,2011-01-07 00:00:00,Marketing Assistant,165,2019-01-01 00:00:00
1418,Rebecca Laszlo,N/A,1977-07-10 00:00:00,F         ,2008-12-29 00:00:00,Production Technician - WC60,165,2019-01-01 00:00:00
1419,Brian Welcker,Mr.,1977-06-06 00:00:00,M         ,2011-02-15 00:00:00,Vice President of Sales,165,2019-01-01 00:00:00
1420,Janet Sheperdigian,N/A,1979-03-09 00:00:00,F         ,2009-03-01 00:00:00,Accounts Payable Specialist,167,2019-01-01 00:00:00
1421,David Bradley,N/A,1975-03-19 00:00:00,M         ,2007-12-20 00:00:00,Marketing Manager,167,2019-01-01 00:00:00
1422,Paula Barreto de Mattos,N/A,1976-02-11 00:00:00,F         ,2008-12-06 00:00:00,Human Resources Manager,167,2019-01-01 00:00:00
1423,Russell Hunter,N/A,1972-11-25 00:00:00,M         ,2008-12-12 00:00:00,Production Technician - WC50,167,2019-01-01 00:00:00
1424,Brian Welcker,Mr.,1977-06-06 00:00:00,M         ,2011-02-15 00:00:00,Vice President of Sales,167,2019-01-01 00:00:00
1425,Terri Duffy,N/A,1971-08-01 00:00:00,F         ,2008-01-31 00:00:00,Vice President of Engineering,167,2019-01-01 00:00:00
1426,William Vong,N/A,1981-11-06 00:00:00,M         ,2009-01-07 00:00:00,Scheduling Assistant,167,2019-01-01 00:00:00
1427,Denise Smith,N/A,1988-07-06 00:00:00,F         ,2009-02-05 00:00:00,Production Technician - WC50,167,2019-01-01 00:00:00
1428,Bryan Baker,N/A,1973-08-27 00:00:00,M         ,2009-01-21 00:00:00,Production Technician - WC60,167,2019-01-01 00:00:00
1429,Kirk Koenigsbauer,N/A,1985-02-06 00:00:00,M         ,2008-12-15 00:00:00,Production Technician - WC45,167,2019-01-01 00:00:00
1430,Wanida Benshoof,N/A,1975-03-17 00:00:00,F         ,2011-01-07 00:00:00,Marketing Assistant,168,2019-01-01 00:00:00
1431,Rebecca Laszlo,N/A,1977-07-10 00:00:00,F         ,2008-12-29 00:00:00,Production Technician - WC60,168,2019-01-01 00:00:00
1432,Janet Sheperdigian,N/A,1979-03-09 00:00:00,F         ,2009-03-01 00:00:00,Accounts Payable Specialist,168,2019-01-01 00:00:00
1433,David Bradley,N/A,1975-03-19 00:00:00,M         ,2007-12-20 00:00:00,Marketing Manager,168,2019-01-01 00:00:00
1434,Paula Barreto de Mattos,N/A,1976-02-11 00:00:00,F         ,2008-12-06 00:00:00,Human Resources Manager,168,2019-01-01 00:00:00
1435,Russell Hunter,N/A,1972-11-25 00:00:00,M         ,2008-12-12 00:00:00,Production Technician - WC50,168,2019-01-01 00:00:00
1436,Brian Welcker,Mr.,1977-06-06 00:00:00,M         ,2011-02-15 00:00:00,Vice President of Sales,168,2019-01-01 00:00:00
1437,Janet Sheperdigian,N/A,1979-03-09 00:00:00,F         ,2009-03-01 00:00:00,Accounts Payable Specialist,168,2019-01-01 00:00:00
1438,David Bradley,N/A,1975-03-19 00:00:00,M         ,2007-12-20 00:00:00,Marketing Manager,168,2019-01-01 00:00:00
1439,Paula Barreto de Mattos,N/A,1976-02-11 00:00:00,F         ,2008-12-06 00:00:00,Human Resources Manager,168,2019-01-01 00:00:00
1440,Sootha Charncherngkha,N/A,1966-12-05 00:00:00,M         ,2010-02-23 00:00:00,Quality Assurance Technician,169,2019-01-01 00:00:00
1441,David Liu,N/A,1983-07-08 00:00:00,M         ,2009-01-30 00:00:00,Accounts Manager,169,2019-01-01 00:00:00
1442,Michael Ray,N/A,1989-01-29 00:00:00,M         ,2009-02-15 00:00:00,Production Supervisor - WC30,169,2019-01-01 00:00:00
1443,Sharon Salavaria,N/A,1961-05-02 00:00:00,F         ,2011-01-18 00:00:00,Design Engineer,169,2019-01-01 00:00:00
1444,Charles Fitzgerald,N/A,1971-09-02 00:00:00,M         ,2009-12-03 00:00:00,Production Technician - WC60,169,2019-01-01 00:00:00
1445,Kirk Koenigsbauer,N/A,1985-02-06 00:00:00,M         ,2008-12-15 00:00:00,Production Technician - WC45,169,2019-01-01 00:00:00
1446,Wanida Benshoof,N/A,1975-03-17 00:00:00,F         ,2011-01-07 00:00:00,Marketing Assistant,169,2019-01-01 00:00:00
1447,Rebecca Laszlo,N/A,1977-07-10 00:00:00,F         ,2008-12-29 00:00:00,Production Technician - WC60,169,2019-01-01 00:00:00
1448,Russell Hunter,N/A,1972-11-25 00:00:00,M         ,2008-12-12 00:00:00,Production Technician - WC50,169,2019-01-01 00:00:00
1449,Brian Welcker,Mr.,1977-06-06 00:00:00,M         ,2011-02-15 00:00:00,Vice President of Sales,169,2019-01-01 00:00:00
1450,Janet Sheperdigian,N/A,1979-03-09 00:00:00,F         ,2009-03-01 00:00:00,Accounts Payable Specialist,170,2019-01-01 00:00:00
1451,David Bradley,N/A,1975-03-19 00:00:00,M         ,2007-12-20 00:00:00,Marketing Manager,170,2019-01-01 00:00:00
1452,Paula Barreto de Mattos,N/A,1976-02-11 00:00:00,F         ,2008-12-06 00:00:00,Human Resources Manager,170,2019-01-01 00:00:00
1453,Bjorn Rettig,N/A,1989-11-06 00:00:00,M         ,2009-01-07 00:00:00,Production Technician - WC30,170,2019-01-01 00:00:00
1454,Kirk Koenigsbauer,N/A,1985-02-06 00:00:00,M         ,2008-12-15 00:00:00,Production Technician - WC45,170,2019-01-01 00:00:00
1455,Wanida Benshoof,N/A,1975-03-17 00:00:00,F         ,2011-01-07 00:00:00,Marketing Assistant,170,2019-01-01 00:00:00
1456,Rebecca Laszlo,N/A,1977-07-10 00:00:00,F         ,2008-12-29 00:00:00,Production Technician - WC60,170,2019-01-01 00:00:00
1457,Russell Hunter,N/A,1972-11-25 00:00:00,M         ,2008-12-12 00:00:00,Production Technician - WC50,170,2019-01-01 00:00:00
1458,Brian Welcker,Mr.,1977-06-06 00:00:00,M         ,2011-02-15 00:00:00,Vice President of Sales,170,2019-01-01 00:00:00
1459,Janet Sheperdigian,N/A,1979-03-09 00:00:00,F         ,2009-03-01 00:00:00,Accounts Payable Specialist,170,2019-01-01 00:00:00
1460,David Bradley,N/A,1975-03-19 00:00:00,M         ,2007-12-20 00:00:00,Marketing Manager,171,2019-01-01 00:00:00
1461,Paula Barreto de Mattos,N/A,1976-02-11 00:00:00,F         ,2008-12-06 00:00:00,Human Resources Manager,171,2019-01-01 00:00:00
1462,Russell Hunter,N/A,1972-11-25 00:00:00,M         ,2008-12-12 00:00:00,Production Technician - WC50,171,2019-01-01 00:00:00
1463,Jack Creasey,N/A,1973-08-29 00:00:00,M         ,2010-03-03 00:00:00,Production Technician - WC40,171,2019-01-01 00:00:00
1464,Sidney Higa,N/A,1956-08-30 00:00:00,M         ,2008-02-02 00:00:00,Production Technician - WC10,171,2019-01-01 00:00:00
1465,Mindy Martin,N/A,1984-11-20 00:00:00,F         ,2008-12-25 00:00:00,Benefits Specialist,171,2019-01-01 00:00:00
1466,Diane Tibbott,N/A,1989-08-09 00:00:00,F         ,2009-01-18 00:00:00,Production Technician - WC50,171,2019-01-01 00:00:00
1467,Terri Duffy,N/A,1971-08-01 00:00:00,F         ,2008-01-31 00:00:00,Vice President of Engineering,171,2019-01-01 00:00:00
1468,Bryan Baker,N/A,1973-08-27 00:00:00,M         ,2009-01-21 00:00:00,Production Technician - WC60,171,2019-01-01 00:00:00
1469,Kirk Koenigsbauer,N/A,1985-02-06 00:00:00,M         ,2008-12-15 00:00:00,Production Technician - WC45,171,2019-01-01 00:00:00
1470,Wanida Benshoof,N/A,1975-03-17 00:00:00,F         ,2011-01-07 00:00:00,Marketing Assistant,172,2019-01-01 00:00:00
1471,Rebecca Laszlo,N/A,1977-07-10 00:00:00,F         ,2008-12-29 00:00:00,Production Technician - WC60,172,2019-01-01 00:00:00
1472,Brian Welcker,Mr.,1977-06-06 00:00:00,M         ,2011-02-15 00:00:00,Vice President of Sales,172,2019-01-01 00:00:00
1473,Janet Sheperdigian,N/A,1979-03-09 00:00:00,F         ,2009-03-01 00:00:00,Accounts Payable Specialist,172,2019-01-01 00:00:00
1474,David Bradley,N/A,1975-03-19 00:00:00,M         ,2007-12-20 00:00:00,Marketing Manager,172,2019-01-01 00:00:00
1475,Paula Barreto de Mattos,N/A,1976-02-11 00:00:00,F         ,2008-12-06 00:00:00,Human Resources Manager,172,2019-01-01 00:00:00
1476,Russell Hunter,N/A,1972-11-25 00:00:00,M         ,2008-12-12 00:00:00,Production Technician - WC50,172,2019-01-01 00:00:00
1477,Brian Welcker,Mr.,1977-06-06 00:00:00,M         ,2011-02-15 00:00:00,Vice President of Sales,172,2019-01-01 00:00:00
1478,Paula Nartker,N/A,1987-02-10 00:00:00,F         ,2009-01-12 00:00:00,Production Technician - WC40,172,2019-01-01 00:00:00
1479,Willis Johnson,N/A,1978-07-18 00:00:00,M         ,2008-12-13 00:00:00,Recruiter,172,2019-01-01 00:00:00
1480,John Frum,N/A,1982-03-24 00:00:00,M         ,2009-03-03 00:00:00,Production Technician - WC30,174,2019-01-01 00:00:00
1481,Jean Trenary,N/A,1975-12-13 00:00:00,F         ,2008-12-11 00:00:00,Information Services Manager,174,2019-01-01 00:00:00
1482,Merav Netz,N/A,1983-05-13 00:00:00,F         ,2009-03-03 00:00:00,Production Technician - WC30,174,2019-01-01 00:00:00
1483,Ramesh Meyyappan,N/A,1988-03-13 00:00:00,M         ,2009-02-03 00:00:00,Application Specialist,174,2019-01-01 00:00:00
1484,Kirk Koenigsbauer,N/A,1985-02-06 00:00:00,M         ,2008-12-15 00:00:00,Production Technician - WC45,174,2019-01-01 00:00:00
1485,Wanida Benshoof,N/A,1975-03-17 00:00:00,F         ,2011-01-07 00:00:00,Marketing Assistant,174,2019-01-01 00:00:00
1486,Rebecca Laszlo,N/A,1977-07-10 00:00:00,F         ,2008-12-29 00:00:00,Production Technician - WC60,174,2019-01-01 00:00:00
1487,Janet Sheperdigian,N/A,1979-03-09 00:00:00,F         ,2009-03-01 00:00:00,Accounts Payable Specialist,174,2019-01-01 00:00:00
1488,David Bradley,N/A,1975-03-19 00:00:00,M         ,2007-12-20 00:00:00,Marketing Manager,174,2019-01-01 00:00:00
1489,Paula Barreto de Mattos,N/A,1976-02-11 00:00:00,F         ,2008-12-06 00:00:00,Human Resources Manager,174,2019-01-01 00:00:00
1490,Russell Hunter,N/A,1972-11-25 00:00:00,M         ,2008-12-12 00:00:00,Production Technician - WC50,175,2019-01-01 00:00:00
1491,Brian Welcker,Mr.,1977-06-06 00:00:00,M         ,2011-02-15 00:00:00,Vice President of Sales,175,2019-01-01 00:00:00
1492,Janet Sheperdigian,N/A,1979-03-09 00:00:00,F         ,2009-03-01 00:00:00,Accounts Payable Specialist,175,2019-01-01 00:00:00
